"","X","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"7745",61246,"MAERC",61246,65,321,11,27.17465,-81.1725583,4,10,0.8,1.1,"swine",2017-09-18 19:30:00,FALSE,"A",NA
"7746",61247,"MAERC",61247,65,321,11,27.1748567,-81.1732083,6,6,1.3,1.6,"swine",2017-09-18 20:00:00,FALSE,"A",NA
"7747",61248,"MAERC",61248,65,321,11,27.1759267,-81.1742,112,6,1,1.4,"swine",2017-09-18 20:29:00,FALSE,"A",NA
"7748",61249,"MAERC",61249,65,321,11,27.1759117,-81.1735933,-28,6,1.1,1.4,"swine",2017-09-18 21:00:00,FALSE,"A",NA
"7749",61250,"MAERC",61250,65,321,11,27.175915,-81.1738983,0,9,1,1.3,"swine",2017-09-18 21:30:00,FALSE,"A",NA
"7750",61251,"MAERC",61251,65,321,11,27.1757383,-81.1735517,10,9,0.9,1.5,"swine",2017-09-18 22:00:00,FALSE,"A",NA
"7751",61252,"MAERC",61252,65,321,11,27.1759117,-81.17363,8,10,0.8,1.1,"swine",2017-09-18 22:30:00,FALSE,"A",NA
"7752",61253,"MAERC",61253,65,321,11,27.175895,-81.1729217,0,10,0.7,1.1,"swine",2017-09-18 23:00:00,FALSE,"A",NA
"7753",61254,"MAERC",61254,65,321,11,27.1761817,-81.17313,30,9,0.8,1.1,"swine",2017-09-18 23:30:00,FALSE,"A",NA
"7754",61255,"MAERC",61255,65,321,11,27.175575,-81.1740117,24,5,1.2,1.6,"swine",2017-09-19 00:00:00,FALSE,"A",NA
"7755",61256,"MAERC",61256,65,321,11,27.1757883,-81.1741717,42,6,1,1.3,"swine",2017-09-19 00:30:00,FALSE,"A",NA
"7756",61257,"MAERC",61257,65,321,11,27.1757883,-81.1742283,28,6,1.1,2.7,"swine",2017-09-19 01:00:00,FALSE,"A",NA
"7757",61258,"MAERC",61258,65,321,11,27.1757817,-81.1743167,12,7,1,1.3,"swine",2017-09-19 01:30:00,FALSE,"A",NA
"7758",61259,"MAERC",61259,65,321,11,27.1756683,-81.1743117,0,8,0.9,1.2,"swine",2017-09-19 02:00:00,FALSE,"A",NA
"7759",61260,"MAERC",61260,65,321,11,27.175975,-81.1739517,52,6,1.1,1.4,"swine",2017-09-19 02:30:00,FALSE,"A",NA
"7760",61261,"MAERC",61261,65,321,11,27.1756967,-81.1741417,38,7,1,1.2,"swine",2017-09-19 03:00:00,FALSE,"A",NA
"7761",61262,"MAERC",61262,65,321,11,27.175475,-81.1739633,12,7,1,1.3,"swine",2017-09-19 03:30:00,FALSE,"A",NA
"7762",61263,"MAERC",61263,65,321,11,27.1757733,-81.17371,96,9,0.8,1.1,"swine",2017-09-19 04:00:00,FALSE,"A",NA
"7763",61264,"MAERC",61264,65,321,11,27.17572,-81.1738267,-14,8,0.9,1.2,"swine",2017-09-19 04:30:00,FALSE,"A",NA
"7764",61265,"MAERC",61265,65,321,11,27.1751517,-81.1744417,102,8,1.2,1.5,"swine",2017-09-19 05:00:00,FALSE,"A",NA
"7765",61266,"MAERC",61266,65,321,11,27.175185,-81.1742717,62,8,1.2,1.5,"swine",2017-09-19 05:30:00,FALSE,"A",NA
"7766",61267,"MAERC",61267,65,321,11,27.174955,-81.1731933,40,8,1.2,1.5,"swine",2017-09-19 06:00:00,FALSE,"A",NA
"7767",61268,"MAERC",61268,65,321,11,27.1747267,-81.17303,42,10,0.9,1.2,"swine",2017-09-19 06:30:00,FALSE,"A",NA
"7768",61269,"MAERC",61269,65,321,11,27.1747733,-81.17177,-310,5,1.2,1.6,"swine",2017-09-19 07:00:00,FALSE,"A",NA
"7769",61270,"MAERC",61270,65,321,11,27.17494,-81.1729717,10,11,0.7,1.5,"swine",2017-09-19 07:30:00,FALSE,"A",NA
"7770",61271,"MAERC",61271,65,321,11,27.17536,-81.1734367,-24,9,0.8,1.2,"swine",2017-09-19 08:00:00,FALSE,"A",NA
"7771",61272,"MAERC",61272,65,321,11,27.1751867,-81.1733867,-20,10,0.8,1.1,"swine",2017-09-19 08:30:00,FALSE,"A",NA
"7772",61273,"MAERC",61273,65,321,11,27.1750267,-81.1727267,-28,8,0.9,1.2,"swine",2017-09-19 09:00:00,FALSE,"A",NA
"7773",61274,"MAERC",61274,65,321,11,27.1751617,-81.173235,22,8,1,1.3,"swine",2017-09-19 09:30:00,FALSE,"A",NA
"7774",61275,"MAERC",61275,65,321,11,27.174775,-81.1726367,-26,8,1,1.3,"swine",2017-09-19 10:00:00,FALSE,"A",NA
"7775",61276,"MAERC",61276,65,321,11,27.1743633,-81.172705,22,10,0.7,1,"swine",2017-09-19 10:30:00,FALSE,"A",NA
"7776",61277,"MAERC",61277,65,321,11,27.1739667,-81.1715233,28,10,0.8,1.1,"swine",2017-09-19 11:00:00,FALSE,"A",NA
"7777",61278,"MAERC",61278,65,321,11,27.1740333,-81.17127,12,9,0.9,1.2,"swine",2017-09-19 11:30:00,FALSE,"A",NA
"7778",61279,"MAERC",61279,65,321,11,27.1730183,-81.1704583,10,8,1,1.3,"swine",2017-09-19 12:00:00,FALSE,"A",NA
"7779",61280,"MAERC",61280,65,321,11,27.1737983,-81.1710117,22,9,0.8,1.2,"swine",2017-09-19 12:30:00,FALSE,"A",NA
"7780",61281,"MAERC",61281,65,321,11,27.1741783,-81.1709733,0,9,0.8,1.2,"swine",2017-09-19 13:00:00,FALSE,"A",NA
"7781",61282,"MAERC",61282,65,321,11,27.174225,-81.1708567,2,8,0.9,1.3,"swine",2017-09-19 13:30:00,FALSE,"A",NA
"7782",61283,"MAERC",61283,65,321,11,27.174535,-81.1708983,0,6,1.5,1.8,"swine",2017-09-19 14:00:00,FALSE,"A",NA
"7783",61284,"MAERC",61284,65,321,11,27.1740683,-81.17094,24,6,1.3,1.5,"swine",2017-09-19 14:30:00,FALSE,"A",NA
"7784",61285,"MAERC",61285,65,321,11,27.1741583,-81.1707083,22,7,1.1,1.4,"swine",2017-09-19 15:00:00,FALSE,"A",NA
"7785",61286,"MAERC",61286,65,321,11,27.17415,-81.1707317,16,8,1,1.3,"swine",2017-09-19 15:30:00,FALSE,"A",NA
"7786",61287,"MAERC",61287,65,321,11,27.1741183,-81.1707383,24,8,0.9,1.3,"swine",2017-09-19 16:00:00,FALSE,"A",NA
"7787",61288,"MAERC",61288,65,321,11,27.1741783,-81.170715,-8,7,1.1,2.1,"swine",2017-09-19 16:30:00,FALSE,"A",NA
"7788",61289,"MAERC",61289,65,321,11,27.1740233,-81.1703533,-4,6,1.1,1.4,"swine",2017-09-19 17:00:00,FALSE,"A",NA
"7789",61290,"MAERC",61290,65,321,11,27.1741183,-81.1706917,54,9,0.8,1.2,"swine",2017-09-19 17:30:00,FALSE,"A",NA
"7790",61291,"MAERC",61291,65,321,11,27.17402,-81.17076,92,11,0.7,1,"swine",2017-09-19 18:00:00,FALSE,"A",NA
"7791",61292,"MAERC",61292,65,321,11,27.17408,-81.1706567,84,9,1,1.3,"swine",2017-09-19 18:30:00,FALSE,"A",NA
"7792",61293,"MAERC",61293,65,321,11,27.1742033,-81.1709083,66,8,1.2,1.5,"swine",2017-09-19 19:00:00,FALSE,"A",NA
"7793",61294,"MAERC",61294,65,321,11,27.17485,-81.1717717,62,11,0.8,1.1,"swine",2017-09-19 19:30:00,FALSE,"A",NA
"7794",61295,"MAERC",61295,65,321,11,27.1757317,-81.1720267,46,8,0.9,1.3,"swine",2017-09-19 20:00:00,FALSE,"A",NA
"7795",61296,"MAERC",61296,65,321,11,27.1758917,-81.1703267,28,7,1.1,1.4,"swine",2017-09-19 20:30:00,FALSE,"A",NA
"7796",61297,"MAERC",61297,65,321,11,27.1759733,-81.1707717,56,6,1.2,1.6,"swine",2017-09-19 21:00:00,FALSE,"A",NA
"7797",61298,"MAERC",61298,65,321,11,27.1764683,-81.17352,158,6,1.3,1.6,"swine",2017-09-19 21:30:00,FALSE,"A",NA
"7798",61299,"MAERC",61299,65,321,11,27.1759517,-81.173205,16,8,1,1.2,"swine",2017-09-19 22:00:00,FALSE,"A",NA
"7799",61300,"MAERC",61300,65,321,11,27.1758617,-81.1738233,52,7,1.2,1.5,"swine",2017-09-19 22:30:00,FALSE,"A",NA
"7800",61301,"MAERC",61301,65,321,11,27.1757017,-81.1743217,22,8,0.9,1.2,"swine",2017-09-19 23:00:00,FALSE,"A",NA
"7801",61302,"MAERC",61302,65,321,11,27.1755667,-81.17444,36,5,1.7,1.9,"swine",2017-09-19 23:30:00,FALSE,"A",NA
"7802",61303,"MAERC",61303,65,321,11,27.1755183,-81.1740467,56,6,1.2,1.5,"swine",2017-09-20 00:00:00,FALSE,"A",NA
"7803",61304,"MAERC",61304,65,321,11,27.17564,-81.1739733,-10,6,1.1,1.4,"swine",2017-09-20 00:30:00,FALSE,"A",NA
"7804",61305,"MAERC",61305,65,321,11,27.1755883,-81.1741783,-34,8,0.9,1.2,"swine",2017-09-20 01:00:00,FALSE,"A",NA
"7805",61306,"MAERC",61306,65,321,11,27.1751733,-81.17396,30,6,1.1,1.4,"swine",2017-09-20 01:30:00,FALSE,"A",NA
"7806",61307,"MAERC",61307,65,321,11,27.175905,-81.1744133,-106,7,0.9,1.3,"swine",2017-09-20 02:00:00,FALSE,"A",NA
"7807",61308,"MAERC",61308,65,321,11,27.1755567,-81.1741767,88,7,1,1.4,"swine",2017-09-20 02:30:00,FALSE,"A",NA
"7808",61309,"MAERC",61309,65,321,11,27.1757967,-81.1743433,6,7,1.3,1.5,"swine",2017-09-20 03:00:00,FALSE,"A",NA
"7809",61310,"MAERC",61310,65,321,11,27.1757383,-81.1742867,0,8,1,1.7,"swine",2017-09-20 03:30:00,FALSE,"A",NA
"7810",61311,"MAERC",61311,65,321,11,27.1756717,-81.1742233,0,9,0.8,1.2,"swine",2017-09-20 04:00:00,FALSE,"A",NA
"7811",61312,"MAERC",61312,65,321,11,27.1756883,-81.174235,12,9,0.9,1.2,"swine",2017-09-20 04:30:00,FALSE,"A",NA
"7812",61313,"MAERC",61313,65,321,11,27.1756817,-81.1741517,36,8,1.1,1.4,"swine",2017-09-20 05:00:00,FALSE,"A",NA
"7813",61314,"MAERC",61314,65,321,11,27.1756467,-81.1742033,36,7,1.2,1.5,"swine",2017-09-20 05:30:00,FALSE,"A",NA
"7814",61315,"MAERC",61315,65,321,11,27.1757333,-81.174315,38,10,0.8,1,"swine",2017-09-20 06:00:00,FALSE,"A",NA
"7815",61316,"MAERC",61316,65,321,11,27.1759033,-81.174125,24,10,0.8,1.1,"swine",2017-09-20 06:30:00,FALSE,"A",NA
"7816",61317,"MAERC",61317,65,321,11,27.1760683,-81.1741817,16,11,0.8,1.1,"swine",2017-09-20 06:59:00,FALSE,"A",NA
"7817",61318,"MAERC",61318,65,321,11,27.1757133,-81.1743217,-38,10,0.8,1.1,"swine",2017-09-20 07:30:00,FALSE,"A",NA
"7818",61319,"MAERC",61319,65,321,11,27.1758717,-81.1747817,-28,10,0.8,1.2,"swine",2017-09-20 08:00:00,FALSE,"A",NA
"7819",61320,"MAERC",61320,65,321,11,27.1760083,-81.1748083,-56,10,0.8,1.1,"swine",2017-09-20 08:30:00,FALSE,"A",NA
"7820",61321,"MAERC",61321,65,321,11,27.1757783,-81.1747017,-38,7,1.2,1.5,"swine",2017-09-20 09:00:00,FALSE,"A",NA
"7821",61322,"MAERC",61322,65,321,11,27.1761433,-81.1749083,-42,7,1.6,2.4,"swine",2017-09-20 09:30:00,FALSE,"A",NA
"7822",61323,"MAERC",61323,65,321,11,27.175335,-81.174375,12,7,1,1.3,"swine",2017-09-20 10:00:00,FALSE,"A",NA
"7823",61324,"MAERC",61324,65,321,11,27.1753783,-81.1744483,16,6,1.1,1.4,"swine",2017-09-20 10:30:00,FALSE,"A",NA
"7824",61325,"MAERC",61325,65,321,11,27.1758067,-81.1749033,40,8,1,1.3,"swine",2017-09-20 11:00:00,FALSE,"A",NA
"7825",61326,"MAERC",61326,65,321,11,27.1753717,-81.1746433,34,7,1.2,3.2,"swine",2017-09-20 11:30:00,FALSE,"A",NA
"7826",61327,"MAERC",61327,65,321,11,27.1758683,-81.1749167,16,8,1,1.3,"swine",2017-09-20 12:00:00,FALSE,"A",NA
"7827",61328,"MAERC",61328,65,321,11,27.1761367,-81.1752683,20,11,0.7,1,"swine",2017-09-20 12:30:00,FALSE,"A",NA
"7828",61329,"MAERC",61329,65,321,11,27.175235,-81.1748417,14,11,0.7,1.1,"swine",2017-09-20 13:00:00,FALSE,"A",NA
"7829",61330,"MAERC",61330,65,321,11,27.17488,-81.1744267,22,9,0.8,1.2,"swine",2017-09-20 13:30:00,FALSE,"A",NA
"7830",61331,"MAERC",61331,65,321,11,27.1749,-81.1740833,24,8,1,1.3,"swine",2017-09-20 14:00:00,FALSE,"A",NA
"7831",61332,"MAERC",61332,65,321,11,27.1754983,-81.1740733,54,7,1.1,1.4,"swine",2017-09-20 14:30:00,FALSE,"A",NA
"7832",61333,"MAERC",61333,65,321,11,27.1756467,-81.1741867,32,7,1.3,1.5,"swine",2017-09-20 14:59:00,FALSE,"A",NA
"7833",61334,"MAERC",61334,65,321,11,27.1755883,-81.1740583,34,7,1.3,1.5,"swine",2017-09-20 15:30:00,FALSE,"A",NA
"7834",61335,"MAERC",61335,65,321,11,27.1756617,-81.174165,18,8,0.9,1.3,"swine",2017-09-20 16:00:00,FALSE,"A",NA
"7835",61336,"MAERC",61336,65,321,11,27.1756333,-81.1741217,14,10,0.8,1.5,"swine",2017-09-20 16:30:00,FALSE,"A",NA
"7836",61337,"MAERC",61337,65,321,11,27.1756367,-81.1741417,12,9,0.8,1.7,"swine",2017-09-20 17:00:00,FALSE,"A",NA
"7837",61338,"MAERC",61338,65,321,11,27.17568,-81.1741633,12,9,0.8,1.1,"swine",2017-09-20 17:30:00,FALSE,"A",NA
"7838",61339,"MAERC",61339,65,321,11,27.1756333,-81.1741117,14,8,0.9,1.2,"swine",2017-09-20 18:00:00,FALSE,"A",NA
"7839",61340,"MAERC",61340,65,321,11,27.1756883,-81.174215,24,5,1.5,1.8,"swine",2017-09-20 18:30:00,FALSE,"A",NA
"7840",61341,"MAERC",61341,65,321,11,27.1756417,-81.174305,-4,9,0.9,1.1,"swine",2017-09-20 19:00:00,FALSE,"A",NA
"7841",61342,"MAERC",61342,65,321,11,27.1753617,-81.1729283,8,11,0.8,1.1,"swine",2017-09-20 19:30:00,FALSE,"A",NA
"7842",61343,"MAERC",61343,65,321,11,27.175175,-81.1722483,36,9,0.8,1.2,"swine",2017-09-20 20:00:00,FALSE,"A",NA
"7843",61344,"MAERC",61344,65,321,11,27.1750567,-81.17193,-24,9,0.9,1.2,"swine",2017-09-20 20:30:00,FALSE,"A",NA
"7844",61345,"MAERC",61345,65,321,11,27.17484,-81.1720933,-26,6,1.4,1.7,"swine",2017-09-20 21:00:00,FALSE,"A",NA
"7845",61346,"MAERC",61346,65,321,11,27.1757633,-81.1722333,-86,6,1.1,1.4,"swine",2017-09-20 21:30:00,FALSE,"A",NA
"7846",61347,"MAERC",61347,65,321,11,27.17524,-81.1703017,-82,6,1.3,2.4,"swine",2017-09-20 22:00:00,FALSE,"A",NA
"7847",61348,"MAERC",61348,65,321,11,27.175905,-81.170505,-10,7,1.1,1.4,"swine",2017-09-20 22:30:00,FALSE,"A",NA
"7848",61349,"MAERC",61349,65,321,11,27.1762133,-81.17054,-24,8,0.8,1.2,"swine",2017-09-20 23:00:00,FALSE,"A",NA
"7849",61350,"MAERC",61350,65,321,11,27.1761733,-81.170565,-28,8,0.9,1.3,"swine",2017-09-20 23:30:00,FALSE,"A",NA
"7850",61351,"MAERC",61351,65,321,11,27.1762483,-81.1705417,36,6,1.3,1.6,"swine",2017-09-21 00:00:00,FALSE,"A",NA
"7851",61352,"MAERC",61352,65,321,11,27.1755183,-81.1700633,-76,6,1.2,1.5,"swine",2017-09-21 00:30:00,FALSE,"A",NA
"7852",61353,"MAERC",61353,65,321,11,27.1757617,-81.1702083,-42,8,0.9,1.2,"swine",2017-09-21 01:00:00,FALSE,"A",NA
"7853",61354,"MAERC",61354,65,321,11,27.1759417,-81.1702183,-44,7,0.9,1.3,"swine",2017-09-21 01:30:00,FALSE,"A",NA
"7854",61355,"MAERC",61355,65,321,11,27.1760617,-81.1702533,-48,8,0.9,1.2,"swine",2017-09-21 02:00:00,FALSE,"A",NA
"7855",61356,"MAERC",61356,65,321,11,27.1757867,-81.169855,50,7,0.9,1.2,"swine",2017-09-21 02:30:00,FALSE,"A",NA
"7856",61357,"MAERC",61357,65,321,11,27.1759583,-81.170315,50,7,1.1,1.4,"swine",2017-09-21 03:00:00,FALSE,"A",NA
"7857",61358,"MAERC",61358,65,321,11,27.175745,-81.1702067,34,7,1.1,1.4,"swine",2017-09-21 03:30:00,FALSE,"A",NA
"7858",61359,"MAERC",61359,65,321,11,27.17563,-81.1701983,-22,7,0.9,1.3,"swine",2017-09-21 04:00:00,FALSE,"A",NA
"7859",61360,"MAERC",61360,65,321,11,27.17559,-81.1701417,-12,9,0.9,1.2,"swine",2017-09-21 04:30:00,FALSE,"A",NA
"7860",61361,"MAERC",61361,65,321,11,27.1756333,-81.1700567,10,8,1,1.7,"swine",2017-09-21 05:00:00,FALSE,"A",NA
"7861",61362,"MAERC",61362,65,321,11,27.1759333,-81.1704917,20,8,0.9,1.3,"swine",2017-09-21 05:30:00,FALSE,"A",NA
"7862",61363,"MAERC",61363,65,321,11,27.175925,-81.1704833,28,10,0.9,1.1,"swine",2017-09-21 06:00:00,FALSE,"A",NA
"7863",61364,"MAERC",61364,65,321,11,27.17618,-81.1703417,22,11,0.8,1,"swine",2017-09-21 06:30:00,FALSE,"A",NA
"7864",61365,"MAERC",61365,65,321,11,27.1762233,-81.1716133,12,11,0.8,1.3,"swine",2017-09-21 06:59:00,FALSE,"A",NA
"7865",61366,"MAERC",61366,65,321,11,27.175935,-81.17132,-56,5,2,2.2,"swine",2017-09-21 06:59:00,FALSE,"A",NA
"7866",61367,"MAERC",61367,65,321,11,27.176155,-81.171475,18,12,0.7,1.2,"swine",2017-09-21 06:59:00,FALSE,"A",NA
"7867",61368,"MAERC",61368,65,321,11,27.1751983,-81.1717817,30,11,0.7,1.1,"swine",2017-09-21 07:30:00,FALSE,"A",NA
"7868",61369,"MAERC",61369,65,321,11,27.1751217,-81.1716267,0,8,0.9,1.3,"swine",2017-09-21 08:00:00,FALSE,"A",NA
"7869",61370,"MAERC",61370,65,321,11,27.17516,-81.1713567,36,10,0.9,1.2,"swine",2017-09-21 08:30:00,FALSE,"A",NA
"7870",61371,"MAERC",61371,65,321,11,27.1752117,-81.1713517,14,9,1,1.2,"swine",2017-09-21 09:00:00,FALSE,"A",NA
"7871",61372,"MAERC",61372,65,321,11,27.1749767,-81.1709783,40,8,1,1.3,"swine",2017-09-21 09:30:00,FALSE,"A",NA
"7872",61373,"MAERC",61373,65,321,11,27.1746283,-81.170915,42,6,1.8,2,"swine",2017-09-21 10:00:00,FALSE,"A",NA
"7873",61374,"MAERC",61374,65,321,11,27.1726633,-81.1700083,24,9,0.8,1.1,"swine",2017-09-21 10:30:00,FALSE,"A",NA
"7874",61375,"MAERC",61375,65,321,11,27.173015,-81.1687517,48,8,0.9,1.3,"swine",2017-09-21 11:00:00,FALSE,"A",NA
"7875",61376,"MAERC",61376,65,321,11,27.1745267,-81.1694717,0,8,1,1.3,"swine",2017-09-21 11:30:00,FALSE,"A",NA
"7876",61377,"MAERC",61377,65,321,11,27.1755367,-81.1689,38,9,0.8,1.2,"swine",2017-09-21 12:00:00,FALSE,"A",NA
"7877",61378,"MAERC",61378,65,321,11,27.1758283,-81.16896,42,9,0.9,1.2,"swine",2017-09-21 12:30:00,FALSE,"A",NA
"7878",61379,"MAERC",61379,65,321,11,27.1754533,-81.1690633,24,10,0.8,1.1,"swine",2017-09-21 13:00:00,FALSE,"A",NA
"7879",61380,"MAERC",61380,65,321,11,27.17539,-81.1689483,28,9,0.8,1.2,"swine",2017-09-21 13:30:00,FALSE,"A",NA
"7880",61381,"MAERC",61381,65,321,11,27.1757217,-81.1688867,-48,8,1.1,2.2,"swine",2017-09-21 14:00:00,FALSE,"A",NA
"7881",61382,"MAERC",61382,65,321,11,27.1754467,-81.1689233,-4,9,1,1.2,"swine",2017-09-21 14:30:00,FALSE,"A",NA
"7882",61383,"MAERC",61383,65,321,11,27.1753,-81.1687517,36,9,1,1.2,"swine",2017-09-21 15:00:00,FALSE,"A",NA
"7883",61384,"MAERC",61384,65,321,11,27.17539,-81.1687383,70,7,1.2,1.5,"swine",2017-09-21 15:30:00,FALSE,"A",NA
"7884",61385,"MAERC",61385,65,321,11,27.1752117,-81.1686367,38,8,1,1.3,"swine",2017-09-21 16:00:00,FALSE,"A",NA
"7885",61386,"MAERC",61386,65,321,11,27.17534,-81.1689467,40,8,1.1,1.4,"swine",2017-09-21 16:30:00,FALSE,"A",NA
"7886",61387,"MAERC",61387,65,321,11,27.1750983,-81.168445,-16,7,1.1,1.4,"swine",2017-09-21 17:00:00,FALSE,"A",NA
"7887",61388,"MAERC",61388,65,321,11,27.1750533,-81.168815,-40,7,2.3,2.4,"swine",2017-09-21 17:30:00,FALSE,"A",NA
"7888",61389,"MAERC",61389,65,321,11,27.1749567,-81.169105,-64,6,1.7,1.9,"swine",2017-09-21 18:00:00,FALSE,"A",NA
"7889",61390,"MAERC",61390,65,321,11,27.1749083,-81.169715,26,7,1.1,1.3,"swine",2017-09-21 18:30:00,FALSE,"A",NA
"7890",61391,"MAERC",61391,65,321,11,27.1745733,-81.171625,26,8,0.9,1.2,"swine",2017-09-21 19:00:00,FALSE,"A",NA
"7891",61392,"MAERC",61392,65,321,11,27.1745867,-81.1725583,22,10,0.8,1.2,"swine",2017-09-21 19:30:00,FALSE,"A",NA
"7892",61393,"MAERC",61393,65,321,11,27.17454,-81.172785,14,9,0.9,1.9,"swine",2017-09-21 20:00:00,FALSE,"A",NA
"7893",61394,"MAERC",61394,65,321,11,27.1744133,-81.17296,8,9,0.9,1.2,"swine",2017-09-21 20:30:00,FALSE,"A",NA
"7894",61395,"MAERC",61395,65,321,11,27.1749767,-81.17304,0,8,1.1,1.4,"swine",2017-09-21 21:00:00,FALSE,"A",NA
"7895",61396,"MAERC",61396,65,321,11,27.17545,-81.1731667,18,8,1,1.3,"swine",2017-09-21 21:30:00,FALSE,"A",NA
"7896",61397,"MAERC",61397,65,321,11,27.17553,-81.174205,40,8,1,1.3,"swine",2017-09-21 22:00:00,FALSE,"A",NA
"7897",61398,"MAERC",61398,65,321,11,27.1755983,-81.17406,36,7,1.1,1.4,"swine",2017-09-21 22:30:00,FALSE,"A",NA
"7898",61399,"MAERC",61399,65,321,11,27.1756433,-81.1740683,34,7,1.1,1.4,"swine",2017-09-21 23:00:00,FALSE,"A",NA
"7899",61400,"MAERC",61400,65,321,11,27.175725,-81.1740483,18,7,1.1,2,"swine",2017-09-21 23:30:00,FALSE,"A",NA
"7900",61401,"MAERC",61401,65,321,11,27.1757267,-81.17412,0,6,1.3,1.6,"swine",2017-09-22 00:00:00,FALSE,"A",NA
"7901",61402,"MAERC",61402,65,321,11,27.175585,-81.17404,82,6,1.1,1.5,"swine",2017-09-22 00:30:00,FALSE,"A",NA
"7902",61403,"MAERC",61403,65,321,11,27.1757833,-81.17418,24,8,1,1.4,"swine",2017-09-22 01:00:00,FALSE,"A",NA
"7903",61404,"MAERC",61404,65,321,11,27.1756717,-81.1741967,20,9,0.8,1.8,"swine",2017-09-22 01:30:00,FALSE,"A",NA
"7904",61405,"MAERC",61405,65,321,11,27.17569,-81.1741533,2,8,0.9,1.2,"swine",2017-09-22 02:00:00,FALSE,"A",NA
"7905",61406,"MAERC",61406,65,321,11,27.17575,-81.1741767,2,8,1,1.3,"swine",2017-09-22 02:30:00,FALSE,"A",NA
"7906",61407,"MAERC",61407,65,321,11,27.1757183,-81.17414,18,7,1.3,1.6,"swine",2017-09-22 03:00:00,FALSE,"A",NA
"7907",61408,"MAERC",61408,65,321,11,27.1755517,-81.174095,44,7,1.1,1.4,"swine",2017-09-22 03:30:00,FALSE,"A",NA
"7908",61409,"MAERC",61409,65,321,11,27.175545,-81.1740367,32,7,1,1.3,"swine",2017-09-22 04:00:00,FALSE,"A",NA
"7909",61410,"MAERC",61410,65,321,11,27.1745683,-81.17378,352,10,0.8,1.1,"swine",2017-09-22 04:30:00,FALSE,"A",NA
"7910",61411,"MAERC",61411,65,321,11,27.1754633,-81.173545,-118,8,1,1.4,"swine",2017-09-22 05:00:00,FALSE,"A",NA
"7911",61412,"MAERC",61412,65,321,11,27.175395,-81.1739383,-44,8,1,1.3,"swine",2017-09-22 05:30:00,FALSE,"A",NA
"7912",61413,"MAERC",61413,65,321,11,27.175375,-81.1742433,-18,7,1.3,1.6,"swine",2017-09-22 06:00:00,FALSE,"A",NA
"7913",61414,"MAERC",61414,65,321,11,27.1760417,-81.174555,8,7,1.1,1.4,"swine",2017-09-22 06:30:00,FALSE,"A",NA
"7914",61415,"MAERC",61415,65,321,11,27.175685,-81.1749233,22,8,1,1.3,"swine",2017-09-22 06:59:00,FALSE,"A",NA
"7915",61416,"MAERC",61416,65,321,11,27.17579,-81.1751867,10,8,0.9,1.2,"swine",2017-09-22 07:00:00,FALSE,"A",NA
"7916",61417,"MAERC",61417,65,321,11,27.1758283,-81.1753033,8,11,0.7,1.6,"swine",2017-09-22 07:30:00,FALSE,"A",NA
"7917",61418,"MAERC",61418,65,321,11,27.1758883,-81.1753317,6,10,0.8,1.2,"swine",2017-09-22 08:00:00,FALSE,"A",NA
"7918",61419,"MAERC",61419,65,321,11,27.1756967,-81.1754183,14,9,0.8,1.2,"swine",2017-09-22 08:30:00,FALSE,"A",NA
"7919",61420,"MAERC",61420,65,321,11,27.1750117,-81.1745033,12,8,0.9,1.2,"swine",2017-09-22 09:00:00,FALSE,"A",NA
"7920",61421,"MAERC",61421,65,321,11,27.174855,-81.1739133,4,7,1,1.3,"swine",2017-09-22 09:29:00,FALSE,"A",NA
"7921",61422,"MAERC",61422,65,321,11,27.1746467,-81.1739833,0,5,1.7,2,"swine",2017-09-22 10:00:00,FALSE,"A",NA
"7922",61423,"MAERC",61423,65,321,11,27.1747483,-81.174405,12,7,1,1.3,"swine",2017-09-22 10:30:00,FALSE,"A",NA
"7923",61424,"MAERC",61424,65,321,11,27.1746583,-81.1744033,12,9,0.8,1.1,"swine",2017-09-22 11:00:00,FALSE,"A",NA
"7924",61425,"MAERC",61425,65,321,11,27.1745533,-81.1742883,24,8,1,1.3,"swine",2017-09-22 11:30:00,FALSE,"A",NA
"7925",61426,"MAERC",61426,65,321,11,27.1749017,-81.1742983,-24,7,1.1,1.5,"swine",2017-09-22 12:00:00,FALSE,"A",NA
"7926",61427,"MAERC",61427,65,321,11,27.1750983,-81.1745267,-20,8,0.9,1.2,"swine",2017-09-22 12:30:00,FALSE,"A",NA
"7927",61428,"MAERC",61428,65,321,11,27.1757383,-81.1741733,56,8,0.9,1.2,"swine",2017-09-22 13:00:00,FALSE,"A",NA
"7928",61429,"MAERC",61429,65,321,11,27.1753117,-81.1741967,-214,7,0.9,1.3,"swine",2017-09-22 13:30:00,FALSE,"A",NA
"7929",61430,"MAERC",61430,65,321,11,27.1755433,-81.1739583,-66,7,1,1.4,"swine",2017-09-22 14:00:00,FALSE,"A",NA
"7930",61431,"MAERC",61431,65,321,11,27.174985,-81.1746617,132,8,1.3,1.5,"swine",2017-09-22 14:30:00,FALSE,"A",NA
"7931",61432,"MAERC",61432,65,321,11,27.1755517,-81.17382,74,7,1.3,1.6,"swine",2017-09-22 15:00:00,FALSE,"A",NA
